67299dbda23f7e5639814e0e,"Tests the internal HTTP request functionality by verifying that the generated HTTP requests match the expected requests for various HTTP methods."
67299dbda23f7e5639814e0f,"Handles a definitive failure by tracking the exception and notifying the response listener."
67299dbda23f7e5639814e10,"Tracks a new exception by adding it to the suppressed exceptions of the current exception and updating the current exception."
67299dbda23f7e5639814e11,"Overrides the `restClientSettings` method to configure and return the settings for the REST client, including basic authentication using a predefined username and password."
67299dbda23f7e5639814e12,"Runs the provided script using the appropriate shell command for the current platform and returns the execution result."
67299dbda23f7e5639814e13,"Runs a Docker container with the specified distribution and returns the installation details."
67299dbda23f7e5639814e14,"Runs an Elasticsearch container using the specified distribution and Docker run configuration. This method executes the Docker run command, waits for Elasticsearch to start, and returns the installation details."
67299dbda23f7e5639814e15,"Creates an iterable of parameter arrays using the provided NamedXContentRegistry."
67299dbda23f7e5639814e16,"Starts the initializing shards for the given routing node and triggers a reroute in the cluster state."
67299dbda23f7e5639814e17,"Initiates a connection to the specified discovery node using the provided transport service."
67299dbda23f7e5639814e18,"Stops a random data node if available and returns true; otherwise, returns false."
67299dbda23f7e5639814e19,"Sets up a mock `TransportService` with a mock `ThreadPool` using a `ThreadPoolExecutor`."
67299dbda23f7e5639814e1a,"Rewrites the provided query using the given context and ensures that the rewritten query is serializable."
67299dbda23f7e5639814e1b,"Attempts to execute a code block repeatedly until it succeeds or a specified timeout is reached."
67299dbda23f7e5639814e1c,"Returns a string representation of the port range allocated for a worker, ensuring it falls within the valid private port range."
67299dbda23f7e5639814e1d,"Returns a non-deterministic SecureRandom instance configured for FIPS compliance, using a randomly generated 32-byte seed."
67299dbda23f7e5639814e1e,"Creates an index with the specified name using default settings."
67299dbda23f7e5639814e1f,"Adds unresponsive rules for all transport addresses associated with the given transport service for a specified duration."
67299dbda23f7e5639814e20,"Ensures that the given test cluster is healthy by verifying that there are no active disruptions, the expected number of nodes are present, and the cluster is fully connected."
67299dbda23f7e5639814e21,"Waits for all pending tasks on the specified RestClient to complete, excluding tasks filtered by the default task filter."
67299dbda23f7e5639814e22,"Resets the feature states if the cluster supports the necessary features and Machine Learning (ML) is enabled or the ML state reset fallback is supported."
67299dbda23f7e5639814e23,"Provides the default settings for the REST admin client, utilizing the same configuration as the REST client settings."
67299dbda23f7e5639814e24,"Updates the cluster settings using the provided `Settings` object."
67299dbda23f7e5639814e25,"Dispatches a REST request by creating a fake channel, stashing the current thread context, and ensuring the captured response is properly closed after processing."
